t,x,y,vx,vy,mass_total,P
  1.0090,  6.699451,  6.774352,   8.1490,   4.7310,  0.150000, 227857.29
  1.0100,  6.707600,  6.779078,   8.1483,   4.7207,  0.150000, 227857.29
  1.0110,  6.715748,  6.783793,   8.1475,   4.7104,  0.150000, 227857.29
  1.0120,  6.723895,  6.788498,   8.1467,   4.7002,  0.150000, 227857.29
  1.0130,  6.732041,  6.793193,   8.1459,   4.6899,  0.150000, 227857.29
  1.0140,  6.740187,  6.797878,   8.1451,   4.6797,  0.150000, 227857.29
  1.0150,  6.748331,  6.802553,   8.1443,   4.6694,  0.150000, 227857.29
  1.0160,  6.756475,  6.807217,   8.1436,   4.6591,  0.150000, 227857.29
  1.0170,  6.764618,  6.811871,   8.1428,   4.6489,  0.150000, 227857.29
  1.0180,  6.772761,  6.816515,   8.1420,   4.6386,  0.150000, 227857.29
  1.0190,  6.780902,  6.821148,   8.1412,   4.6284,  0.150000, 227857.29
  1.0200,  6.789043,  6.825772,   8.1404,   4.6181,  0.150000, 227857.29
  1.0210,  6.797183,  6.830385,   8.1397,   4.6079,  0.150000, 227857.29
  1.0220,  6.805323,  6.834987,   8.1389,   4.5976,  0.150000, 227857.29
  1.0230,  6.813461,  6.839580,   8.1381,   4.5874,  0.150000, 227857.29
  1.0240,  6.821599,  6.844162,   8.1373,   4.5772,  0.150000, 227857.29
  1.0250,  6.829736,  6.848734,   8.1366,   4.5669,  0.150000, 227857.29
  1.0260,  6.837872,  6.853296,   8.1358,   4.5567,  0.150000, 227857.29
  1.0270,  6.846007,  6.857848,   8.1350,   4.5464,  0.150000, 227857.29
  1.0280,  6.854142,  6.862389,   8.1342,   4.5362,  0.150000, 227857.29
  1.0290,  6.862276,  6.866920,   8.1335,   4.5260,  0.150000, 227857.29
  1.0300,  6.870409,  6.871441,   8.1327,   4.5157,  0.150000, 227857.29
  1.0310,  6.878541,  6.875951,   8.1319,   4.5055,  0.150000, 227857.29
  1.0320,  6.886673,  6.880452,   8.1312,   4.4953,  0.150000, 227857.29
  1.0330,  6.894804,  6.884942,   8.1304,   4.4850,  0.150000, 227857.29
  1.0340,  6.902934,  6.889422,   8.1296,   4.4748,  0.150000, 227857.29
  1.0350,  6.911063,  6.893892,   8.1288,   4.4646,  0.150000, 227857.29
  1.0360,  6.919191,  6.898351,   8.1281,   4.4543,  0.150000, 227857.29
  1.0370,  6.927319,  6.902800,   8.1273,   4.4441,  0.150000, 227857.29
  1.0380,  6.935446,  6.907239,   8.1265,   4.4339,  0.150000, 227857.29
  1.0390,  6.943572,  6.911668,   8.1258,   4.4236,  0.150000, 227857.29
  1.0400,  6.951697,  6.916086,   8.1250,   4.4134,  0.150000, 227857.29
  1.0410,  6.959822,  6.920495,   8.1242,   4.4032,  0.150000, 227857.29
  1.0420,  6.967946,  6.924893,   8.1235,   4.3930,  0.150000, 227857.29
  1.0430,  6.976069,  6.929281,   8.1227,   4.3828,  0.150000, 227857.29
  1.0440,  6.984191,  6.933658,   8.1219,   4.3725,  0.150000, 227857.29
  1.0450,  6.992313,  6.938026,   8.1212,   4.3623,  0.150000, 227857.29
  1.0460,  7.000434,  6.942383,   8.1204,   4.3521,  0.150000, 227857.29
  1.0470,  7.008554,  6.946730,   8.1196,   4.3419,  0.150000, 227857.29
  1.0480,  7.016673,  6.951067,   8.1189,   4.3317,  0.150000, 227857.29
  1.0490,  7.024791,  6.955393,   8.1181,   4.3215,  0.150000, 227857.29
  1.0500,  7.032909,  6.959710,   8.1174,   4.3112,  0.150000, 227857.29
  1.0510,  7.041026,  6.964016,   8.1166,   4.3010,  0.150000, 227857.29
  1.0520,  7.049142,  6.968312,   8.1158,   4.2908,  0.150000, 227857.29
  1.0530,  7.057258,  6.972597,   8.1151,   4.2806,  0.150000, 227857.29
  1.0540,  7.065372,  6.976873,   8.1143,   4.2704,  0.150000, 227857.29
  1.0550,  7.073486,  6.981138,   8.1135,   4.2602,  0.150000, 227857.29
  1.0560,  7.081600,  6.985393,   8.1128,   4.2500,  0.150000, 227857.29
  1.0570,  7.089712,  6.989638,   8.1120,   4.2398,  0.150000, 227857.29
  1.0580,  7.097824,  6.993873,   8.1113,   4.2296,  0.150000, 227857.29
  1.0590,  7.105935,  6.998097,   8.1105,   4.2194,  0.150000, 227857.29
  1.0600,  7.114045,  7.002312,   8.1098,   4.2092,  0.150000, 227857.29
  1.0610,  7.122154,  7.006516,   8.1090,   4.1990,  0.150000, 227857.29
  1.0620,  7.130263,  7.010710,   8.1082,   4.1888,  0.150000, 227857.29
  1.0630,  7.138371,  7.014893,   8.1075,   4.1786,  0.150000, 227857.29
  1.0640,  7.146478,  7.019067,   8.1067,   4.1684,  0.150000, 227857.29
  1.0650,  7.154584,  7.023230,   8.1060,   4.1582,  0.150000, 227857.29
  1.0660,  7.162690,  7.027383,   8.1052,   4.1480,  0.150000, 227857.29
  1.0670,  7.170794,  7.031526,   8.1045,   4.1378,  0.150000, 227857.29
  1.0680,  7.178899,  7.035659,   8.1037,   4.1276,  0.150000, 227857.29
  1.0690,  7.187002,  7.039781,   8.1030,   4.1174,  0.150000, 227857.29
  1.0700,  7.195104,  7.043894,   8.1022,   4.1072,  0.150000, 227857.29
  1.0710,  7.203206,  7.047996,   8.1015,   4.0971,  0.150000, 227857.29
  1.0720,  7.211307,  7.052088,   8.1007,   4.0869,  0.150000, 227857.29
  1.0730,  7.219408,  7.056170,   8.1000,   4.0767,  0.150000, 227857.29
  1.0740,  7.227507,  7.060241,   8.0992,   4.0665,  0.150000, 227857.29
  1.0750,  7.235606,  7.064303,   8.0985,   4.0563,  0.150000, 227857.29
  1.0760,  7.243704,  7.068354,   8.0977,   4.0461,  0.150000, 227857.29
  1.0770,  7.251802,  7.072395,   8.0970,   4.0360,  0.150000, 227857.29
  1.0780,  7.259898,  7.076426,   8.0962,   4.0258,  0.150000, 227857.29
  1.0790,  7.267994,  7.080447,   8.0955,   4.0156,  0.150000, 227857.29
  1.0800,  7.276089,  7.084457,   8.0947,   4.0054,  0.150000, 227857.29
  1.0810,  7.284184,  7.088457,   8.0940,   3.9952,  0.150000, 227857.29
  1.0820,  7.292277,  7.092448,   8.0932,   3.9851,  0.150000, 227857.29
  1.0830,  7.300370,  7.096428,   8.0925,   3.9749,  0.150000, 227857.29
  1.0840,  7.308462,  7.100397,   8.0917,   3.9647,  0.150000, 227857.29
  1.0850,  7.316553,  7.104357,   8.0910,   3.9546,  0.150000, 227857.29
  1.0860,  7.324644,  7.108306,   8.0903,   3.9444,  0.150000, 227857.29
  1.0870,  7.332734,  7.112246,   8.0895,   3.9342,  0.150000, 227857.29
  1.0880,  7.340823,  7.116175,   8.0888,   3.9240,  0.150000, 227857.29
  1.0890,  7.348912,  7.120094,   8.0880,   3.9139,  0.150000, 227857.29
  1.0900,  7.356999,  7.124003,   8.0873,   3.9037,  0.150000, 227857.29
  1.0910,  7.365086,  7.127901,   8.0865,   3.8936,  0.150000, 227857.29
  1.0920,  7.373172,  7.131790,   8.0858,   3.8834,  0.150000, 227857.29
  1.0930,  7.381258,  7.135668,   8.0851,   3.8732,  0.150000, 227857.29
  1.0940,  7.389342,  7.139536,   8.0843,   3.8631,  0.150000, 227857.29
  1.0950,  7.397426,  7.143394,   8.0836,   3.8529,  0.150000, 227857.29
  1.0960,  7.405510,  7.147242,   8.0828,   3.8427,  0.150000, 227857.29
  1.0970,  7.413592,  7.151080,   8.0821,   3.8326,  0.150000, 227857.29
  1.0980,  7.421674,  7.154907,   8.0814,   3.8224,  0.150000, 227857.29
  1.0990,  7.429755,  7.158725,   8.0806,   3.8123,  0.150000, 227857.29
  1.1000,  7.437835,  7.162532,   8.0799,   3.8021,  0.150000, 227857.29
  1.1010,  7.445915,  7.166329,   8.0792,   3.7920,  0.150000, 227857.29
  1.1020,  7.453993,  7.170116,   8.0784,   3.7818,  0.150000, 227857.29
  1.1030,  7.462071,  7.173892,   8.0777,   3.7717,  0.150000, 227857.29
  1.1040,  7.470149,  7.177659,   8.0770,   3.7615,  0.150000, 227857.29
  1.1050,  7.478225,  7.181415,   8.0762,   3.7514,  0.150000, 227857.29
  1.1060,  7.486301,  7.185162,   8.0755,   3.7412,  0.150000, 227857.29
  1.1070,  7.494376,  7.188898,   8.0747,   3.7311,  0.150000, 227857.29
  1.1080,  7.502451,  7.192624,   8.0740,   3.7209,  0.150000, 227857.29
  1.1090,  7.510524,  7.196340,   8.0733,   3.7108,  0.150000, 227857.29
  1.1100,  7.518597,  7.200045,   8.0726,   3.7006,  0.150000, 227857.29
  1.1110,  7.526669,  7.203741,   8.0718,   3.6905,  0.150000, 227857.29
  1.1120,  7.534741,  7.207426,   8.0711,   3.6804,  0.150000, 227857.29
  1.1130,  7.542812,  7.211102,   8.0704,   3.6702,  0.150000, 227857.29
  1.1140,  7.550882,  7.214767,   8.0696,   3.6601,  0.150000, 227857.29
  1.1150,  7.558951,  7.218422,   8.0689,   3.6499,  0.150000, 227857.29
  1.1160,  7.567019,  7.222067,   8.0682,   3.6398,  0.150000, 227857.29
  1.1170,  7.575087,  7.225702,   8.0674,   3.6297,  0.150000, 227857.29
  1.1180,  7.583154,  7.229326,   8.0667,   3.6195,  0.150000, 227857.29
  1.1190,  7.591221,  7.232941,   8.0660,   3.6094,  0.150000, 227857.29
  1.1200,  7.599286,  7.236545,   8.0653,   3.5993,  0.150000, 227857.29
  1.1210,  7.607351,  7.240139,   8.0645,   3.5891,  0.150000, 227857.29
  1.1220,  7.615415,  7.243723,   8.0638,   3.5790,  0.150000, 227857.29
  1.1230,  7.623479,  7.247297,   8.0631,   3.5689,  0.150000, 227857.29
  1.1240,  7.631541,  7.250861,   8.0623,   3.5587,  0.150000, 227857.29
  1.1250,  7.639603,  7.254415,   8.0616,   3.5486,  0.150000, 227857.29
  1.1260,  7.647665,  7.257958,   8.0609,   3.5385,  0.150000, 227857.29
  1.1270,  7.655725,  7.261492,   8.0602,   3.5284,  0.150000, 227857.29
  1.1280,  7.663785,  7.265015,   8.0594,   3.5182,  0.150000, 227857.29
  1.1290,  7.671844,  7.268528,   8.0587,   3.5081,  0.150000, 227857.29
  1.1300,  7.679902,  7.272031,   8.0580,   3.4980,  0.150000, 227857.29
  1.1310,  7.687960,  7.275524,   8.0573,   3.4879,  0.150000, 227857.29
  1.1320,  7.696017,  7.279007,   8.0566,   3.4778,  0.150000, 227857.29
  1.1330,  7.704073,  7.282480,   8.0558,   3.4676,  0.150000, 227857.29
  1.1340,  7.712129,  7.285942,   8.0551,   3.4575,  0.150000, 227857.29
  1.1350,  7.720183,  7.289395,   8.0544,   3.4474,  0.150000, 227857.29
  1.1360,  7.728238,  7.292837,   8.0537,   3.4373,  0.150000, 227857.29
  1.1370,  7.736291,  7.296269,   8.0530,   3.4272,  0.150000, 227857.29
  1.1380,  7.744343,  7.299691,   8.0522,   3.4171,  0.150000, 227857.29
  1.1390,  7.752395,  7.303103,   8.0515,   3.4070,  0.150000, 227857.29
  1.1400,  7.760446,  7.306505,   8.0508,   3.3968,  0.150000, 227857.29
  1.1410,  7.768497,  7.309897,   8.0501,   3.3867,  0.150000, 227857.29
  1.1420,  7.776547,  7.313279,   8.0494,   3.3766,  0.150000, 227857.29
  1.1430,  7.784596,  7.316650,   8.0486,   3.3665,  0.150000, 227857.29
  1.1440,  7.792644,  7.320012,   8.0479,   3.3564,  0.150000, 227857.29
  1.1450,  7.800691,  7.323363,   8.0472,   3.3463,  0.150000, 227857.29
  1.1460,  7.808738,  7.326705,   8.0465,   3.3362,  0.150000, 227857.29
  1.1470,  7.816784,  7.330036,   8.0458,   3.3261,  0.150000, 227857.29
  1.1480,  7.824830,  7.333357,   8.0451,   3.3160,  0.150000, 227857.29
  1.1490,  7.832875,  7.336668,   8.0443,   3.3059,  0.150000, 227857.29
  1.1500,  7.840919,  7.339969,   8.0436,   3.2958,  0.150000, 227857.29
  1.1510,  7.848962,  7.343259,   8.0429,   3.2857,  0.150000, 227857.29
  1.1520,  7.857004,  7.346540,   8.0422,   3.2756,  0.150000, 227857.29
  1.1530,  7.865046,  7.349811,   8.0415,   3.2655,  0.150000, 227857.29
  1.1540,  7.873087,  7.353071,   8.0408,   3.2554,  0.150000, 227857.29
  1.1550,  7.881128,  7.356321,   8.0401,   3.2453,  0.150000, 227857.29
  1.1560,  7.889168,  7.359562,   8.0394,   3.2352,  0.150000, 227857.29
  1.1570,  7.897207,  7.362792,   8.0386,   3.2251,  0.150000, 227857.29
  1.1580,  7.905245,  7.366012,   8.0379,   3.2150,  0.150000, 227857.29
  1.1590,  7.913282,  7.369222,   8.0372,   3.2049,  0.150000, 227857.29
  1.1600,  7.921319,  7.372422,   8.0365,   3.1949,  0.150000, 227857.29
  1.1610,  7.929355,  7.375612,   8.0358,   3.1848,  0.150000, 227857.29
  1.1620,  7.937391,  7.378791,   8.0351,   3.1747,  0.150000, 227857.29
  1.1630,  7.945426,  7.381961,   8.0344,   3.1646,  0.150000, 227857.29
  1.1640,  7.953460,  7.385120,   8.0337,   3.1545,  0.150000, 227857.29
  1.1650,  7.961493,  7.388270,   8.0330,   3.1444,  0.150000, 227857.29
  1.1660,  7.969526,  7.391409,   8.0323,   3.1343,  0.150000, 227857.29
  1.1670,  7.977558,  7.394539,   8.0316,   3.1243,  0.150000, 227857.29
  1.1680,  7.985589,  7.397658,   8.0309,   3.1142,  0.150000, 227857.29
  1.1690,  7.993619,  7.400767,   8.0301,   3.1041,  0.150000, 227857.29
  1.1700,  8.001649,  7.403866,   8.0294,   3.0940,  0.150000, 227857.29
  1.1710,  8.009678,  7.406955,   8.0287,   3.0839,  0.150000, 227857.29
  1.1720,  8.017707,  7.410034,   8.0280,   3.0739,  0.150000, 227857.29
  1.1730,  8.025734,  7.413103,   8.0273,   3.0638,  0.150000, 227857.29
  1.1740,  8.033761,  7.416161,   8.0266,   3.0537,  0.150000, 227857.29
  1.1750,  8.041787,  7.419210,   8.0259,   3.0436,  0.150000, 227857.29
  1.1760,  8.049813,  7.422249,   8.0252,   3.0336,  0.150000, 227857.29
  1.1770,  8.057838,  7.425277,   8.0245,   3.0235,  0.150000, 227857.29
  1.1780,  8.065862,  7.428296,   8.0238,   3.0134,  0.150000, 227857.29
  1.1790,  8.073885,  7.431304,   8.0231,   3.0033,  0.150000, 227857.29
  1.1800,  8.081908,  7.434302,   8.0224,   2.9933,  0.150000, 227857.29
  1.1810,  8.089930,  7.437291,   8.0217,   2.9832,  0.150000, 227857.29
  1.1820,  8.097952,  7.440269,   8.0210,   2.9731,  0.150000, 227857.29
  1.1830,  8.105972,  7.443237,   8.0203,   2.9631,  0.150000, 227857.29
  1.1840,  8.113992,  7.446195,   8.0196,   2.9530,  0.150000, 227857.29
  1.1850,  8.122011,  7.449143,   8.0189,   2.9429,  0.150000, 227857.29
  1.1860,  8.130030,  7.452081,   8.0182,   2.9329,  0.150000, 227857.29
  1.1870,  8.138048,  7.455009,   8.0175,   2.9228,  0.150000, 227857.29
  1.1880,  8.146065,  7.457927,   8.0168,   2.9128,  0.150000, 227857.29
  1.1890,  8.154082,  7.460834,   8.0161,   2.9027,  0.150000, 227857.29
  1.1900,  8.162097,  7.463732,   8.0154,   2.8926,  0.150000, 227857.29
  1.1910,  8.170112,  7.466620,   8.0147,   2.8826,  0.150000, 227857.29
  1.1920,  8.178127,  7.469497,   8.0140,   2.8725,  0.150000, 227857.29
  1.1930,  8.186140,  7.472365,   8.0133,   2.8625,  0.150000, 227857.29
  1.1940,  8.194153,  7.475222,   8.0126,   2.8524,  0.150000, 227857.29
  1.1950,  8.202166,  7.478069,   8.0119,   2.8424,  0.150000, 227857.29
  1.1960,  8.210177,  7.480907,   8.0112,   2.8323,  0.150000, 227857.29
  1.1970,  8.218188,  7.483734,   8.0105,   2.8223,  0.150000, 227857.29
  1.1980,  8.226198,  7.486551,   8.0098,   2.8122,  0.150000, 227857.29
  1.1990,  8.234208,  7.489358,   8.0091,   2.8022,  0.150000, 227857.29
  1.2000,  8.242217,  7.492156,   8.0085,   2.7921,  0.150000, 227857.29
  1.2010,  8.250225,  7.494943,   8.0078,   2.7821,  0.150000, 227857.29
  1.2020,  8.258232,  7.497720,   8.0071,   2.7720,  0.150000, 227857.29
  1.2030,  8.266239,  7.500487,   8.0064,   2.7620,  0.150000, 227857.29
  1.2040,  8.274245,  7.503244,   8.0057,   2.7519,  0.150000, 227857.29
  1.2050,  8.282250,  7.505990,   8.0050,   2.7419,  0.150000, 227857.29
  1.2060,  8.290255,  7.508727,   8.0043,   2.7318,  0.150000, 227857.29
  1.2070,  8.298259,  7.511454,   8.0036,   2.7218,  0.150000, 227857.29
  1.2080,  8.306262,  7.514171,   8.0029,   2.7117,  0.150000, 227857.29
  1.2090,  8.314265,  7.516878,   8.0022,   2.7017,  0.150000, 227857.29
  1.2100,  8.322267,  7.519574,   8.0015,   2.6917,  0.150000, 227857.29
  1.2110,  8.330268,  7.522261,   8.0009,   2.6816,  0.150000, 227857.29
  1.2120,  8.338268,  7.524938,   8.0002,   2.6716,  0.150000, 227857.29
  1.2130,  8.346268,  7.527604,   7.9995,   2.6615,  0.150000, 227857.29
  1.2140,  8.354267,  7.530261,   7.9988,   2.6515,  0.150000, 227857.29
  1.2150,  8.362266,  7.532907,   7.9981,   2.6415,  0.150000, 227857.29
  1.2160,  8.370263,  7.535544,   7.9974,   2.6314,  0.150000, 227857.29
  1.2170,  8.378260,  7.538170,   7.9967,   2.6214,  0.150000, 227857.29
  1.2180,  8.386257,  7.540786,   7.9960,   2.6114,  0.150000, 227857.29
  1.2190,  8.394253,  7.543393,   7.9953,   2.6013,  0.150000, 227857.29
  1.2200,  8.402248,  7.545989,   7.9947,   2.5913,  0.150000, 227857.29
  1.2210,  8.410242,  7.548575,   7.9940,   2.5813,  0.150000, 227857.29
  1.2220,  8.418235,  7.551152,   7.9933,   2.5713,  0.150000, 227857.29
  1.2230,  8.426228,  7.553718,   7.9926,   2.5612,  0.150000, 227857.29
  1.2240,  8.434221,  7.556274,   7.9919,   2.5512,  0.150000, 227857.29
  1.2250,  8.442212,  7.558820,   7.9912,   2.5412,  0.150000, 227857.29
  1.2260,  8.450203,  7.561356,   7.9906,   2.5312,  0.150000, 227857.29
  1.2270,  8.458193,  7.563883,   7.9899,   2.5211,  0.150000, 227857.29
  1.2280,  8.466183,  7.566399,   7.9892,   2.5111,  0.150000, 227857.29
  1.2290,  8.474172,  7.568905,   7.9885,   2.5011,  0.150000, 227857.29
  1.2300,  8.482160,  7.571401,   7.9878,   2.4911,  0.150000, 227857.29
  1.2310,  8.490147,  7.573887,   7.9871,   2.4811,  0.150000, 227857.29
  1.2320,  8.498134,  7.576363,   7.9865,   2.4710,  0.150000, 227857.29
  1.2330,  8.506120,  7.578829,   7.9858,   2.4610,  0.150000, 227857.29
  1.2340,  8.514106,  7.581285,   7.9851,   2.4510,  0.150000, 227857.29
  1.2350,  8.522090,  7.583731,   7.9844,   2.4410,  0.150000, 227857.29
  1.2360,  8.530075,  7.586167,   7.9837,   2.4310,  0.150000, 227857.29
  1.2370,  8.538058,  7.588593,   7.9830,   2.4210,  0.150000, 227857.29
  1.2380,  8.546041,  7.591009,   7.9824,   2.4109,  0.150000, 227857.29
  1.2390,  8.554023,  7.593415,   7.9817,   2.4009,  0.150000, 227857.29
  1.2400,  8.562004,  7.595811,   7.9810,   2.3909,  0.150000, 227857.29
  1.2410,  8.569985,  7.598197,   7.9803,   2.3809,  0.150000, 227857.29
  1.2420,  8.577965,  7.600573,   7.9797,   2.3709,  0.150000, 227857.29
  1.2430,  8.585944,  7.602939,   7.9790,   2.3609,  0.150000, 227857.29
  1.2440,  8.593923,  7.605294,   7.9783,   2.3509,  0.150000, 227857.29
  1.2450,  8.601901,  7.607640,   7.9776,   2.3409,  0.150000, 227857.29
  1.2460,  8.609878,  7.609976,   7.9769,   2.3309,  0.150000, 227857.29
  1.2470,  8.617854,  7.612302,   7.9763,   2.3209,  0.150000, 227857.29
  1.2480,  8.625830,  7.614618,   7.9756,   2.3109,  0.150000, 227857.29
  1.2490,  8.633806,  7.616924,   7.9749,   2.3009,  0.150000, 227857.29
  1.2500,  8.641780,  7.619220,   7.9742,   2.2909,  0.150000, 227857.29
  1.2510,  8.649754,  7.621506,   7.9736,   2.2809,  0.150000, 227857.29
  1.2520,  8.657727,  7.623781,   7.9729,   2.2709,  0.150000, 227857.29
  1.2530,  8.665700,  7.626047,   7.9722,   2.2609,  0.150000, 227857.29
  1.2540,  8.673672,  7.628303,   7.9715,   2.2509,  0.150000, 227857.29
  1.2550,  8.681643,  7.630549,   7.9709,   2.2409,  0.150000, 227857.29
  1.2560,  8.689613,  7.632785,   7.9702,   2.2309,  0.150000, 227857.29
  1.2570,  8.697583,  7.635011,   7.9695,   2.2209,  0.150000, 227857.29
  1.2580,  8.705553,  7.637227,   7.9688,   2.2109,  0.150000, 227857.29
  1.2590,  8.713521,  7.639433,   7.9682,   2.2009,  0.150000, 227857.29
  1.2600,  8.721489,  7.641628,   7.9675,   2.1909,  0.150000, 227857.29
  1.2610,  8.729456,  7.643814,   7.9668,   2.1809,  0.150000, 227857.29
  1.2620,  8.737423,  7.645990,   7.9662,   2.1709,  0.150000, 227857.29
  1.2630,  8.745388,  7.648156,   7.9655,   2.1609,  0.150000, 227857.29
  1.2640,  8.753353,  7.650312,   7.9648,   2.1509,  0.150000, 227857.29
  1.2650,  8.761318,  7.652458,   7.9641,   2.1409,  0.150000, 227857.29
  1.2660,  8.769282,  7.654594,   7.9635,   2.1310,  0.150000, 227857.29
  1.2670,  8.777245,  7.656720,   7.9628,   2.1210,  0.150000, 227857.29
  1.2680,  8.785207,  7.658836,   7.9621,   2.1110,  0.150000, 227857.29
  1.2690,  8.793169,  7.660942,   7.9615,   2.1010,  0.150000, 227857.29
  1.2700,  8.801130,  7.663038,   7.9608,   2.0910,  0.150000, 227857.29
  1.2710,  8.809091,  7.665124,   7.9601,   2.0810,  0.150000, 227857.29
  1.2720,  8.817051,  7.667200,   7.9595,   2.0711,  0.150000, 227857.29
  1.2730,  8.825010,  7.669266,   7.9588,   2.0611,  0.150000, 227857.29
  1.2740,  8.832968,  7.671322,   7.9581,   2.0511,  0.150000, 227857.29
  1.2750,  8.840926,  7.673368,   7.9575,   2.0411,  0.150000, 227857.29
  1.2760,  8.848883,  7.675404,   7.9568,   2.0311,  0.150000, 227857.29
  1.2770,  8.856839,  7.677431,   7.9561,   2.0212,  0.150000, 227857.29
  1.2780,  8.864795,  7.679447,   7.9555,   2.0112,  0.150000, 227857.29
  1.2790,  8.872750,  7.681453,   7.9548,   2.0012,  0.150000, 227857.29
  1.2800,  8.880705,  7.683449,   7.9541,   1.9912,  0.150000, 227857.29
  1.2810,  8.888659,  7.685435,   7.9535,   1.9813,  0.150000, 227857.29
  1.2820,  8.896612,  7.687412,   7.9528,   1.9713,  0.150000, 227857.29
  1.2830,  8.904564,  7.689378,   7.9521,   1.9613,  0.150000, 227857.29
  1.2840,  8.912516,  7.691334,   7.9515,   1.9514,  0.150000, 227857.29
  1.2850,  8.920467,  7.693281,   7.9508,   1.9414,  0.150000, 227857.29
  1.2860,  8.928418,  7.695217,   7.9501,   1.9314,  0.150000, 227857.29
  1.2870,  8.936367,  7.697144,   7.9495,   1.9214,  0.150000, 227857.29
  1.2880,  8.944317,  7.699060,   7.9488,   1.9115,  0.150000, 227857.29
  1.2890,  8.952265,  7.700967,   7.9481,   1.9015,  0.150000, 227857.29
  1.2900,  8.960213,  7.702863,   7.9475,   1.8915,  0.150000, 227857.29
  1.2910,  8.968160,  7.704750,   7.9468,   1.8816,  0.150000, 227857.29
  1.2920,  8.976106,  7.706626,   7.9461,   1.8716,  0.150000, 227857.29
  1.2930,  8.984052,  7.708493,   7.9455,   1.8617,  0.150000, 227857.29
